States ,Districts,Year,Sim_Yield_t_ha,Obs_Yield_t_ha,SowingDOY,EmergenceDOY,AnthesisDOY,MilkripenessDOY,MaturityDOY,HarvestDOY,AGBiomass_t_ha,maxLAI,maxSeminal_RootDepth,RainGDD,RadiationGDD,TmaxGDD,TminGDD,RainYearly,RadiationYearly,TmaxYearly,TminYearly,TRANRF,NNI,PNI,KNI,NPKI,cropNuptake_kg_ha,cropPuptake_kg_ha,shoot_P_kg_ha,PLeaching,CumulatedSeepN,TotalUptakeP,ActualTranspiration,CumulativeActualTranspiration,ActualEvapotranspiration,PotentialEvapotranspiration,ReferenceEvapotranspiration,RootLengthDensityPerLayer_30,RootLengthDensityPerLayer_30-45,RootLengthDensityPerLayer_45-75,RootLengthDensityPerLayer_75-105,RootLengthDensityPerLayer_105-135,RootLengthDensityPerLayer_135-165,RootLengthDensityPerLayer_165-195,sSeminalRootLength_30,sSeminalRootLength_30-45,sSeminalRootLength_45-75,sSeminalRootLength_75-105,sSeminalRootLength_105-135,sSeminalRootLength_135-165,sSeminalRootLength_165-195,CumulatedMineralizedN_kg_ha,TotalSoilN,TotalSoilC_correct,NitrateLossSeepage
Baden-Württemberg,Breisgau-Hochschwarzwald,1999,9.662524839,6.17,301,310,146,193,212,212,16.44046536,4.965671975,1.41844273,1298.363636,4165.028,13.88784692,5.307384616,1304.990909,4090.610091,14.24515567,5.469863014,0.716125121,0.868852384,0.945207142,0.975955291,0.868852384,193.0170028,28.91651735,32.20581818,11.99288734,144.6094525,15.34880747,372.3326509,2182.820523,531.479955,671.4633069,713.4737812,1.054003413,0.534420442,0.274835769,0.099064462,0.007452899,0,0,480,300,447.575678,275.4125062,45.45454545,0,0,1434.202088,24631.56573,243289.0534,370.2250909
Baden-Württemberg,Breisgau-Hochschwarzwald,2000,8.2662866,6.54,301,306,138,187,205,205,13.24622474,3.651492306,1.420559585,1082.554545,4136.57,14.54059555,5.491080994,1036.118182,4276.497909,15.1044461,6.07431694,0.737525547,0.8392622,0.956386134,0.984776896,0.8392622,144.5119762,23.56289733,26.38863636,17.44190264,8.19694982,15.34880747,344.8456336,344.8456336,519.398902,659.7950306,716.4591457,0.733227325,0.40452715,0.219233066,0.085774174,0.006373496,0,0,480,300,450.2730919,274.8319476,45.45454545,0,0,163.7542015,25670.97018,257360.4415,82.03790909
Baden-Württemberg,Breisgau-Hochschwarzwald,2001,6.988571535,6.41,301,307,130,182,201,201,11.12239541,3.092354696,1.432192279,1214.709091,4100.848,14.63403291,6.030509255,1235.154545,4192.052364,14.10388543,5.453125778,0.719961023,0.856962369,0.920726862,0.982647955,0.856962369,127.9282599,18.44734769,21.06218182,51.94741661,22.375973,4.201024502,307.1983572,652.0439908,497.5472153,648.2194841,706.8384903,0.53386679,0.317638258,0.186387698,0.086852717,0.006645971,0,0,480,300,452.9785326,283.7592006,45.45454545,0,0,278.3671731,25651.14445,256041.207,141.7902727
Baden-Württemberg,Breisgau-Hochschwarzwald,2002,9.042579139,6.85,301,307,141,187,206,206,14.97971891,4.199348355,1.425061986,1071.1,4409.300455,14.66301123,5.487349792,1232,4175.890455,14.69945205,5.942366127,0.715202687,0.868317613,0.941250464,0.983745856,0.868317613,176.4375115,25.61880774,28.65554545,44.5091106,46.14239927,6.762905276,375.5177288,1027.56172,563.2043329,704.3571749,762.7941181,0.832070485,0.439277127,0.235208976,0.088525764,0.006480351,0,0,480,300,451.7509537,277.8564865,45.45454545,0,0,587.9721625,25476.59564,252483.0575,237.6640909
Baden-Württemberg,Breisgau-Hochschwarzwald,2003,8.036401938,4.72,301,307,135,178,193,193,13.09231242,3.780846278,1.415264456,996.1818182,4118.91,14.66411784,5.450704693,744.8454545,4668.903091,15.6562142,5.155940224,0.695488875,0.885708286,0.942386637,0.981147081,0.885708286,155.1169516,22.07640906,24.81818182,29.69008074,83.31017125,8.970546182,341.6188789,1369.180599,501.4155255,662.4384348,712.7876983,0.69473158,0.330914909,0.201120894,0.077426104,0.006106421,0,0,480,300,449.1812921,270.6286186,45.45454545,0,0,898.509265,25181.61482,248866.3116,371.6777273
Baden-Württemberg,Breisgau-Hochschwarzwald,2004,10.17976435,6.47,301,311,148,197,216,216,16.87559424,4.825157486,1.423746105,951.2909091,4802.363364,15.1185655,5.185645433,1010.736364,4105.046091,13.82272727,5.045454545,0.6920814,0.873457894,0.93162442,0.974055817,0.873457894,207.2487333,29.33057019,32.60036364,5.3280851,116.4540344,11.9036032,389.7750282,1758.955627,552.7334751,770.4476188,838.4315903,0.907313675,0.449725751,0.260942566,0.094262553,0.00697754,0,0,480,300,454.4774176,273.8141421,45.45454545,0,0,1257.613443,24874.53218,244937.2739,331.4386364
Baden-Württemberg,Breisgau-Hochschwarzwald,2005,10.37167519,6.25,301,307,149,194,213,213,17.43765764,5.336854329,1.41717448,965.0636364,4083.468909,13.80515144,5.125917924,865.2909091,4236.726,13.85828144,4.883636364,0.743679076,0.875028595,0.952037524,0.980960654,0.875028595,206.8527589,30.77112444,34.14736364,7.14662496,153.3266283,14.98071565,397.0935786,2156.049205,545.2761393,669.5582626,703.4765006,1.143770937,0.564901245,0.284997785,0.101150751,0.007614027,0,0,480,300,451.4255285,270.2944057,45.45454545,0,0,1540.102461,24533.09945,241948.1891,368.7259091
Baden-Württemberg,Breisgau-Hochschwarzwald,2006,9.570271557,6.66,301,306,158,200,218,218,15.80155322,4.15712181,1.412418713,940.4363636,4429.057727,13.74578604,4.732804503,1081.572727,4321.522727,14.54381071,5.286251557,0.74236176,0.848124349,0.974233638,0.985266093,0.848124349,161.7852806,28.47581115,31.51345455,13.27228298,7.567886026,14.98071565,392.8021539,392.8021539,557.5209507,711.371807,763.3278903,1.375055606,0.641052091,0.321975527,0.108817769,0.00780324,0,0,480,300,447.8896775,269.07449,45.45454545,0,0,190.759165,25655.35345,257063.4425,75.67881818
Baden-Württemberg,Breisgau-Hochschwarzwald,2007,7.210885209,6.28,301,309,120,171,190,190,10.82050748,2.781114276,1.414818743,1048.363636,3858.242636,15.47527286,5.843151659,1006.9,4356.063545,14.59447073,5.015691158,0.726937276,0.836553637,0.906581896,0.975390088,0.836553637,127.0721897,17.88681063,20.45309091,27.85002018,18.73039554,4.636262178,301.5275038,694.3296576,482.877458,613.542369,663.4787616,0.426443586,0.263083611,0.151678111,0.073832515,0.005955744,0,0,480,300,447.4867834,271.8774143,45.45454545,0,0,290.3803162,25658.61173,255915.3579,111.6250909
Baden-Württemberg,Breisgau-Hochschwarzwald,2008,8.648612845,7.19,301,315,150,195,215,215,15.25246096,4.290553583,1.41742198,999.4272727,4637.760636,14.39448038,4.850391686,977.7909091,4166.464273,14.07670144,4.65531545,0.674729986,0.852647734,0.946711378,0.96338375,0.852647734,175.1220874,27.30964309,30.38281818,43.14798147,42.6352346,7.367226487,367.9158831,1062.245541,565.5048242,726.3454882,783.014832,0.859014547,0.473677355,0.255267592,0.095036967,0.007068494,0,0,480,300,451.1099846,270.85745,45.45454545,0,0,579.5817933,25481.96,252592.2305,239.0484545
Baden-Württemberg,Breisgau-Hochschwarzwald,2009,10.36110348,6.24,301,310,152,199,216,216,18.40099878,5.475936596,1.407302895,940.6454545,4221.575,13.82840322,4.201616559,893.0727273,4254.226727,14.53205479,4.464458281,0.732280619,0.867729606,0.960042387,0.973036786,0.867729606,216.7792579,34.38455515,37.69336364,33.89184098,71.78202397,10.805682,396.4189803,1458.664521,552.3554969,678.0504052,708.5760469,1.311042732,0.567851315,0.301136409,0.116762594,0.008489895,0,0,480,300,449.1361031,262.7122469,45.45454545,0,0,869.8886905,25210.635,249460.7099,291.4679091
Baden-Württemberg,Breisgau-Hochschwarzwald,2010,9.10966,6.44,301,309,151,197,215,215,15.0939495,4.523704365,1.415224656,839.7545455,4159.851182,13.94182627,4.345156422,920.1181818,4106.553182,12.91980075,3.779651308,0.741281599,0.869475378,0.933752913,0.975530892,0.869475378,177.699748,25.65114211,28.78618182,12.7669876,97.52452853,13.37079621,380.2958094,1838.96033,509.4861152,660.5203904,707.310592,0.847949035,0.482375508,0.254697006,0.092946138,0.007093799,0,0,480,300,447.798752,271.9713583,45.45454545,0,0,1150.946239,25002.05182,246398.3385,257.4249091
Baden-Württemberg,Breisgau-Hochschwarzwald,2011,9.496935616,9.19,301,308,138,188,207,207,16.4108175,4.754619831,1.406908448,848.7181818,4282.108091,14.0548808,4.052049566,783.8181818,4560.460909,15.48704857,5.015292653,0.722322816,0.867763813,0.953939988,0.979631553,0.867763813,197.8654131,29.21449017,32.48836364,9.980394345,128.2425576,16.29224523,378.6332238,2217.593554,536.9258964,679.1897104,713.4652369,0.753321794,0.405028727,0.220176629,0.103432349,0.007961147,0,0,480,300,445.8781814,265.5757212,45.45454545,0,0,1419.105769,24724.07136,243516.8194,307.1802727
Baden-Württemberg,Breisgau-Hochschwarzwald,2012,7.726218941,7.98,301,307,140,189,207,207,12.01524629,3.374777391,1.411434071,883.4818182,4395.166727,14.72059072,4.764162361,1038.545455,4338.459727,14.40608544,4.610556384,0.721263284,0.842861324,0.956095397,0.982031441,0.842861324,129.8232339,21.21037468,23.89027273,10.17166638,4.919728102,16.29224523,336.3337965,336.3337965,525.7198062,679.5104013,741.2987978,0.611886432,0.33291868,0.173117827,0.075523915,0.006173553,0,0,480,300,449.6457472,266.3337784,45.45454545,0,0,138.518525,25707.59773,257701.9193,49.36518182
Baden-Württemberg,Breisgau-Hochschwarzwald,2013,8.932433534,8.4,301,313,158,203,222,222,15.20910671,4.221219405,1.414818532,1077.254545,4346.910364,13.90097919,4.791152155,1004.6,4036.958909,13.55833126,4.663013699,0.715615572,0.853299328,0.94003998,0.967371876,0.853299328,172.3595469,26.77937332,29.82545455,33.63729391,17.96953048,4.7989748,368.6141894,704.9479858,533.776877,697.2885239,748.5709369,1.099389078,0.524724185,0.268786268,0.098522683,0.007390848,0,0,480,300,447.9888652,271.3751212,45.45454545,0,0,302.8273337,25651.696,255622.2405,130.4979091
Baden-Württemberg,Breisgau-Hochschwarzwald,2014,8.14977894,9.51,301,308,134,184,205,205,12.89108743,3.506067807,1.410739451,912.3181818,3978.685818,14.94198442,5.022749841,886.7727273,4210.244636,15.43459527,5.756762142,0.739961853,0.849810328,0.923316684,0.978091625,0.849810328,156.3575944,22.11537234,24.92736364,36.16134568,39.34973011,7.010512035,333.9003811,1038.848367,481.6577374,627.8372522,672.8311466,0.544854126,0.321591323,0.182559706,0.076195038,0.006287291,0,0,480,300,449.3332231,265.9516829,45.45454545,0,0,549.6848522,25512.07273,252842.7132,213.8019091
Baden-Württemberg,Breisgau-Hochschwarzwald,2015,8.10282373,9.03,301,307,139,186,203,203,12.88508852,3.363980699,1.409247569,902.5909091,4260.575091,15.08787528,5.427035372,729.2818182,4450.062909,15.68034869,5.145031133,0.717704328,0.880684259,0.919211417,0.982688918,0.880684259,154.2147504,20.76127358,23.50990909,34.42532925,71.8941236,9.086639392,348.429741,1387.278108,528.1019456,676.815187,733.3687301,0.607797336,0.351397577,0.198215166,0.082795973,0.006371041,0,0,480,300,445.450262,268.3427618,45.45454545,0,0,863.3747206,25258.57391,249186.1097,325.444
Baden-Württemberg,Breisgau-Hochschwarzwald,2016,6.520544366,6.87,301,308,130,184,202,202,9.740675809,2.69122766,1.419441644,982.9636364,4081.190818,15.01845044,5.364304726,953.7,4134.571091,14.46922504,4.968753105,0.709734685,0.864917374,0.898788072,0.978304243,0.864917374,120.1057828,15.33921482,17.79518182,21.1027597,122.1831894,10.62056087,288.7909638,1676.069072,450.4269198,629.5573645,696.0043196,0.442170256,0.244514359,0.147373131,0.070556138,0.005816147,0,0,480,300,448.566707,275.4203919,45.45454545,0,0,1178.817322,24861.41891,245558.0407,502.8908182
Baden-Württemberg,Breisgau-Hochschwarzwald,2017,9.830325973,8,301,311,146,188,205,205,16.10475992,4.812991273,1.413612206,675.4818182,4609.287091,15.268998,4.756128065,882.9545455,4385.137,15.03930262,4.813150685,0.694230905,0.874671141,0.934234745,0.972887398,0.874671141,189.7249125,27.34477344,30.49154545,6.233618281,136.2170668,13.35503822,406.2371548,2082.306227,549.0217496,747.6607994,806.384677,0.94330705,0.459261223,0.241839971,0.091799372,0.007032271,0,0,480,300,450.8048364,267.3528246,45.45454545,0,0,1509.455273,24747.34545,241933.4024,140.3385455
Baden-Württemberg,Breisgau-Hochschwarzwald,2018,8.760382599,8.22,301,311,139,184,201,201,13.94691485,3.738320312,1.412412092,899.8090909,4225.200273,15.04604046,5.271129026,771.3545455,4554.189364,15.97569116,5.611581569,0.700449637,0.834244241,0.959607285,0.971001231,0.834244241,147.2030702,25.38130321,28.142,14.01692271,7.881405664,13.35503822,351.4323622,351.4323622,526.113947,680.8977244,738.5437953,0.904587708,0.450957617,0.268466528,0.105517975,0.007536503,0,0,480,300,451.7279921,265.2295547,45.45454545,0,0,178.2527545,25663.46536,257128.4299,78.81409091
Baden-Württemberg,Breisgau-Hochschwarzwald,2019,8.050750154,8.76,301,311,142,189,206,206,13.19906618,3.476518179,1.416104014,820.1818182,4700.044909,15.88381343,5.229446865,951.7636364,4481.882273,15.38057285,5.303860523,0.70116825,0.860850159,0.926158795,0.972980808,0.860850159,147.0856763,21.76371538,24.54281818,12.14327567,17.04622044,4.714501859,368.7672296,720.1995918,524.6462261,751.8182221,831.7071007,0.705032743,0.382656574,0.208393302,0.084215915,0.006521729,0,0,480,300,453.4456584,267.2038101,45.45454545,0,0,327.1619134,25657.04191,255328.2914,91.64818182
Baden-Württemberg,Breisgau-Hochschwarzwald,2020,7.973067988,9.82,301,309,128,181,199,199,12.83770378,3.507353882,1.411286905,870.8090909,4501.488364,15.86796468,5.461019545,786.2,4650.096,16.2157228,5.734575261,0.690231358,0.85942387,0.929592774,0.977689427,0.85942387,151.2019673,21.96387876,24.75772727,27.45425971,45.7184221,6.910889735,338.8368477,1059.03644,508.2830024,713.121226,775.7502881,0.492143238,0.289947208,0.189631894,0.091904868,0.007782463,0,0,480,300,449.9135893,265.9187702,45.45454545,0,0,628.2357803,25446.76155,251857.6349,286.7220909
Baden-Württemberg,Breisgau-Hochschwarzwald,2021,7.790095337,8.05,301,307,144,191,210,210,12.19972879,3.275658406,1.411453704,1065.245455,4559.040364,15.23809945,5.322488091,1001.809091,4287.715364,14.24933998,4.477235367,0.714076385,0.880053322,0.919256101,0.983374616,0.880053322,149.3555677,19.39562153,22.09109091,31.33650086,86.77143837,8.850451888,354.5766536,1413.613093,513.2808095,712.6540667,785.6637184,0.545011059,0.306255054,0.171062635,0.073954322,0.006001387,0,0,480,300,447.8991447,268.1000141,45.45454545,0,0,983.8513621,25119.791,247834.8354,410.5301818
Baden-Württemberg,Breisgau-Hochschwarzwald,2022,8.994424024,9,301,309,121,163,180,180,14.75009696,4.260220462,1.407863883,617.4545455,4033.054364,16.18568009,5.168076331,773.9,4791.127273,17.6256538,6.194470735,0.686112765,0.86912044,0.921537319,0.973216648,0.86912044,171.7587802,24.24710521,27.228,21.16302498,108.9318463,11.27516241,344.7180023,1758.331095,499.7436324,657.7688229,710.1830153,0.788018375,0.412681404,0.204777593,0.079643901,0.006293414,0,0,480,300,449.223763,263.1855745,45.45454545,0,0,1270.805673,24938.42873,244589.9963,221.604
Baden-Württemberg,Ortenaukreis,1999,8.871068289,5.91,301,308,135,181,198,198,14.70452487,4.157256462,1.405675531,1206.244444,4102.249667,14.74529666,6.566615282,1234.988889,4100.013111,15.17601218,6.794307458,0.684153857,0.871287095,0.936838853,0.979368853,0.871287095,171.481085,24.73631382,27.76988889,15.79752926,143.4380159,13.03099337,340.9741305,1975.399368,514.6150925,673.5498224,729.9183864,0.876666661,0.467735966,0.248199661,0.085815705,0.006817301,0,0,480,300,461.231087,244.4444444,44.44444444,0,0,1268.056206,11112.47556,108856.5483,420.1185556
Baden-Württemberg,Ortenaukreis,2000,7.038230899,6.23,301,306,126,172,190,190,11.01034368,3.135062903,1.39860077,1105.766667,4129.613667,15.39558932,6.858284343,1114.466667,4228.845444,15.93770492,7.456496661,0.695749773,0.846050905,0.946546022,0.984471519,0.846050905,113.0423776,18.67642731,21.27511111,46.22565853,9.086130558,13.03099337,307.7859596,307.7859596,503.3398976,665.2357253,741.7929722,0.561224381,0.325298721,0.18279055,0.071040691,0.006073765,0,0,480,300,454.1563259,244.4444444,44.44444444,0,0,130.4630419,12072.54122,120819.0582,91.11311111
Baden-Württemberg,Ortenaukreis,2001,5.563143993,5.79,301,306,114,167,186,186,8.294560972,2.268078228,1.412886919,1216.855556,4035.084889,15.47457906,7.247800796,1193.255556,4167.038,15.11525114,6.674703196,0.680307953,0.864543105,0.899679542,0.985259941,0.864543105,95.79623913,12.51215891,14.79433333,107.6759472,23.52814614,3.118858622,252.8215651,560.6075247,471.1627977,642.1435253,717.0188439,0.349112583,0.218673184,0.137041536,0.058096498,0.005359533,0,0,480,300,468.4424749,244.4444444,44.44444444,0,0,190.7165387,12080.02578,120529.1929,144.4201111
Baden-Württemberg,Ortenaukreis,2002,8.387399442,6.47,301,305,129,175,192,192,13.55901525,3.936544276,1.403438349,1019.966667,4380.941333,15.63796862,6.760985281,1136.088889,4131.818556,15.5805175,7.087092846,0.678059115,0.884178914,0.933809652,0.986811705,0.884178914,159.4657365,22.16588368,25.00755556,25.36697475,47.653271,5.33544699,343.7856479,904.3931726,531.8402031,714.7810341,789.5575361,0.759834905,0.398386255,0.215136303,0.077451444,0.006435161,0,0,480,300,458.993905,244.4444444,44.44444444,0,0,468.827592,11913.38189,117436.6121,241.2512222
Baden-Württemberg,Ortenaukreis,2003,7.476170108,5.26,301,307,125,168,183,183,11.75418395,3.296731274,1.39432399,998.9444444,4139.755889,15.52072652,6.59051504,712.9444444,4703.976778,16.53783866,6.409832572,0.666116354,0.894451361,0.939756452,0.98312237,0.894451361,140.5570353,19.06098469,21.63811111,9.885762976,82.80308555,7.24154546,315.6337204,1220.026893,494.4456291,672.7816615,737.3029947,0.556006149,0.342245311,0.194523742,0.060979661,0.005923483,0,0,480,300,449.8795459,244.4444444,44.44444444,0,0,757.7096462,11650.47878,114152.8781,351.4981111
Baden-Württemberg,Ortenaukreis,2004,10.15674015,7.8,301,309,139,187,205,205,16.16111889,4.398221756,1.40330698,852.7555556,4964.647111,16.15658338,6.192961049,960.5888889,4231.104889,14.78126897,5.631481481,0.668730145,0.878410911,0.921043864,0.977941135,0.878410911,205.1077175,26.94951351,30.06277778,4.679381262,117.098706,9.936496811,377.7791111,1597.806004,554.3131107,806.06934,895.8372874,0.763031268,0.429868464,0.228287867,0.07106613,0.006658795,0,0,480,300,458.8625359,244.4444444,44.44444444,0,0,1107.655724,11326.40867,110395.0726,342.956
Baden-Württemberg,Ortenaukreis,2005,9.969163793,6.53,301,307,141,185,203,203,16.46219978,5.02953325,1.402567081,993.4777778,4184.418667,14.93177425,5.703104644,862.0222222,4291.352111,15.02474886,5.508249619,0.714744554,0.878850469,0.940643048,0.982565055,0.878850469,192.013969,27.9882234,31.22611111,10.02766345,149.9945105,12.73531915,389.0291175,1986.835122,549.4386607,700.0853623,742.8983769,1.08134746,0.530026928,0.258391989,0.081994652,0.006437319,0,0,480,300,458.122637,244.4444444,44.44444444,0,0,1362.096373,11038.597,107773.9492,328.9581111
Baden-Württemberg,Ortenaukreis,2006,8.711383855,6.89,301,306,149,191,206,206,14.41291052,3.740892726,1.395504719,835.1,4430.726222,14.79927673,5.413969518,969.5666667,4332.747,15.61022831,6.038538813,0.712826765,0.857717463,0.971050667,0.984626374,0.857717463,139.7121946,25.52877475,28.28355556,19.78370206,7.01732854,12.73531915,375.8238928,375.8238928,549.7815546,719.2733532,784.3305552,1.178971424,0.557284376,0.28106794,0.094445345,0.007121074,0,0,480,300,451.0602742,244.4444444,44.44444444,0,0,154.0355551,12055.157,120565.8553,70.17911111
Baden-Württemberg,Ortenaukreis,2007,6.373743768,6.38,301,308,108,157,175,175,8.742348239,2.139911179,1.401757813,1003.588889,3791.569556,16.60356405,6.648610805,1016.577778,4351.676222,15.79263318,6.026027397,0.687443046,0.848466072,0.892521074,0.979050715,0.848466072,105.070814,13.69627823,15.96155556,61.29656033,16.89938033,3.922505298,260.2525351,636.0764279,447.7108623,611.7704504,674.1232686,0.346568897,0.228719544,0.140704938,0.054649093,0.005197199,0,0,480,300,457.3133687,244.4444444,44.44444444,0,0,208.7683152,12088.76411,120323.2473,98.82044444
Baden-Württemberg,Ortenaukreis,2008,8.100469684,7.6,301,311,137,182,198,198,13.84864732,3.719097303,1.395696622,944.0777778,4595.869667,15.53387302,5.922373978,908.0555556,4154.614222,15.25455373,5.747480267,0.647277439,0.874632035,0.941423508,0.973950604,0.874632035,160.9778844,23.39982055,26.26244444,61.52194176,38.72502937,6.262487353,337.7414936,973.8179216,565.3836603,736.8409438,809.0382001,0.702580551,0.404815776,0.227733186,0.081340451,0.006592802,0,0,480,300,451.2521771,244.4444444,44.44444444,0,0,448.2572041,11941.26089,117764.2256,218.2563333
Baden-Württemberg,Ortenaukreis,2009,10.1899611,7.3,301,309,141,186,203,203,17.39546632,5.17831734,1.394611521,979.7777778,4321.695333,14.94973757,5.268289706,892.1333333,4328.063667,15.66207002,5.468645358,0.691832004,0.872236378,0.947313687,0.976047089,0.872236378,201.7715796,30.66704994,33.992,20.76476101,67.63529393,9.329192347,384.8029974,1358.620919,565.8597961,712.7863618,752.3107323,1.104807752,0.489434297,0.25141624,0.084001595,0.007159104,0,0,480,300,450.1670769,244.4444444,44.44444444,0,0,722.5264829,11685.74422,114904.3676,289.1027778
Baden-Württemberg,Ortenaukreis,2010,8.870020542,7.02,301,308,138,185,200,200,14.43153944,4.294114965,1.409097572,792.3888889,4199.027222,15.18137141,5.438480551,922.6555556,4146.565,14.13388128,4.922739726,0.706134387,0.884692465,0.935191739,0.978196356,0.884692465,172.0249147,24.06079072,27.00822222,8.103642797,91.63938092,11.73527142,361.0883699,1719.709289,506.297375,679.3798608,742.6568304,0.783311665,0.464633307,0.248896872,0.07978786,0.007001078,0,0,480,300,464.6531274,244.4444444,44.44444444,0,0,993.6717352,11495.566,111998.9058,240.0408889
Baden-Württemberg,Ortenaukreis,2011,8.571129719,8.12,301,308,128,174,194,194,14.47019525,4.231544982,1.390793957,852.2222222,4292.743333,15.25313365,5.162713676,817.5777778,4517.38,16.5490411,6.070715373,0.672925539,0.874882145,0.950978076,0.979861339,0.874882145,177.8426581,25.26188538,28.25011111,11.90599462,125.040381,14.26145996,341.0825211,2060.79181,522.8317319,698.6242801,746.2635782,0.645315403,0.37226316,0.183465382,0.070327354,0.006283433,0,0,480,300,446.3495124,244.4444444,44.44444444,0,0,1250.104216,11207.66556,109259.7806,334.0098889
Baden-Württemberg,Ortenaukreis,2012,6.735865554,7.12,301,307,128,176,193,193,10.07343006,2.828877608,1.393380984,950.8,4323.078778,15.79301363,5.803424524,1058.411111,4348.508889,15.67959927,5.680449302,0.684914346,0.846301601,0.950410735,0.982011879,0.846299718,106.0866023,17.48577286,19.91266667,21.79975772,7.365846942,14.26145996,298.1264185,298.1264185,524.1403999,682.0497745,755.1106302,0.503297759,0.291265581,0.153617705,0.058452407,0.005648029,0,0,480,300,448.9365394,244.4444444,44.44444444,0,0,120.9986884,12087.54233,120934.3802,73.66655556
Baden-Württemberg,Ortenaukreis,2013,8.082263074,7.52,301,310,144,192,208,208,13.12069833,3.461032981,1.397635151,1128.833333,4446.258333,15.03386263,5.898663696,1100.933333,4081.394667,14.62164384,5.806910198,0.690486963,0.868360936,0.927204602,0.97463869,0.868360936,147.5323746,21.54993035,24.317,97.60697023,20.22528082,3.903570321,338.9579357,637.0843542,533.1733184,718.4055882,793.4911386,0.733093165,0.40374445,0.215105743,0.075441544,0.006121017,0,0,480,300,453.190707,244.4444444,44.44444444,0,0,223.6061638,12058.77389,119993.5063,128.5942222
Baden-Württemberg,Ortenaukreis,2014,6.964594271,8.36,301,307,117,168,186,186,10.45218391,2.728377323,1.395036043,893,3951.197444,16.18949875,6.080911191,978.8666667,4265.178778,16.75348554,6.936864536,0.701034298,0.864066791,0.903993201,0.981512392,0.864066791,124.455494,16.27701602,18.76577778,41.75312861,40.4880968,5.531271923,291.3262768,928.410631,444.0005984,627.6543302,697.4186888,0.391570019,0.239552489,0.151121806,0.055705545,0.005495877,0,0,480,300,450.5915981,244.4444444,44.44444444,0,0,431.9775679,11957.23533,117677.215,202.6282222
Baden-Württemberg,Ortenaukreis,2015,6.670426698,8.6,301,307,129,175,191,191,10.45001104,2.556401666,1.397018427,1047,4323.662667,16.20423842,6.588808713,708.8888889,4414.493222,16.80937595,6.189436834,0.66824374,0.884252856,0.913123674,0.983208717,0.884252856,129.3720978,16.17382201,18.61344444,18.46408989,75.6859304,7.148654124,296.5588946,1224.969526,519.7064199,697.2353164,772.0046991,0.430473077,0.259349335,0.149598807,0.055478221,0.005301841,0,0,480,300,452.5739826,244.4444444,44.44444444,0,0,740.9968828,11705.56578,114208.384,351.9782222
Baden-Württemberg,Ortenaukreis,2016,5.337284026,5.42,301,309,115,169,188,188,7.687048481,2.042724651,1.415171818,972.5222222,4018.633444,16.23576673,6.467723643,962.9222222,4140.437889,15.55309654,6.05188221,0.674121504,0.864540467,0.889988652,0.977237167,0.864540467,99.58763622,11.74923062,13.919,10.59729969,125.8834892,8.323577186,240.5579286,1465.527454,421.5665127,627.5257861,714.9812284,0.351530288,0.193655093,0.125229873,0.053741542,0.005052915,0,0,480,300,470.7273735,244.4444444,44.44444444,0,0,1043.875666,11326.72078,110758.4891,501.9754444
Baden-Württemberg,Ortenaukreis,2017,9.86376426,8.04,301,310,136,178,194,194,16.04679053,4.679773924,1.39981598,702.9111111,4699.221778,16.33352585,5.870972834,984.6555556,4397.566222,16.19126332,6.061704718,0.659762764,0.882723558,0.930694762,0.974607545,0.882723558,185.9699529,26.62477524,29.73144444,7.288930501,144.7843473,10.98605471,390.9318437,1856.459298,557.5363157,779.7165252,854.6905751,0.9475345,0.492291341,0.266179643,0.078299836,0.006791245,0,0,480,300,455.371536,244.4444444,44.44444444,0,0,1347.10153,11168.01067,107590.9183,189.0085556
Baden-Württemberg,Ortenaukreis,2018,7.78092111,7.82,301,309,127,170,187,187,11.28013303,2.928153398,1.39555903,987.4,4196.576778,16.18268455,6.497180549,703.9333333,4647.565889,17.30167428,6.738234399,0.674815508,0.844771687,0.954732437,0.976757075,0.844770121,116.0343431,19.59945692,22.11155556,39.63474605,10.04564817,10.98605471,311.6721712,311.6721712,512.5025228,683.8086856,760.2238745,0.607955205,0.355593291,0.194874856,0.064319374,0.005889568,0,0,480,300,451.1145859,244.4444444,44.44444444,0,0,138.8393086,12054.05367,120656.4304,100.4938889
Baden-Württemberg,Ortenaukreis,2019,7.359236264,8.04,301,310,126,176,191,191,11.36380172,2.814915686,1.399749507,769.9777778,4756.083778,17.26275604,6.324550736,942.8555556,4524.566333,16.66611872,6.302191781,0.665164866,0.875736327,0.914829072,0.974380518,0.875736327,137.2727311,17.93016301,20.40033333,34.06432938,16.56036255,3.752961993,323.5241083,635.1962794,483.7680322,766.6678293,876.9139915,0.501933055,0.290171647,0.165223384,0.063989816,0.00557418,0,0,480,300,455.3050621,244.4444444,44.44444444,0,0,248.9004687,12079.08833,119730.1751,65.14711111
Baden-Württemberg,Ortenaukreis,2020,7.160659826,8.34,301,308,115,168,186,186,10.79860314,2.850317003,1.399459228,860.2888889,4526.867222,17.05428404,6.373853899,803.3222222,4647.905222,17.35807529,6.618700668,0.65456299,0.863610286,0.90812781,0.980241684,0.863610286,139.4132036,17.6138947,20.13511111,56.77770238,44.74382287,5.514351462,301.4342787,936.6305581,487.2344138,721.038044,808.3782708,0.357600739,0.252189634,0.159592271,0.061110029,0.005872763,0,0,480,300,455.0147831,244.4444444,44.44444444,0,0,526.3564315,11880.84956,116607.5131,281.8346667
