Obs_Yield_t_ha,HarvestDOY,RainYearly,RadiationYearly,TmaxYearly,TminYearly
8.11,207,1118.433333,4493.096,15.03372907,5.087792998
8.32,208,1132.066667,4624.555889,15.04632665,5.288372799
7.37,215,1147.077778,4542.84,13.86858447,4.271171994
8.41,187,978.6555556,4701.257444,16.60958904,5.718447489
5.84,218,926.5,3950.214,13.33446575,5.241424658
6.3,214,873.36,3930.6762,13.8304918,5.674808743
5.7,213,1095.72,3874.1032,12.9989589,4.927945205
6.28,211,1106.24,3857.2242,13.64471233,5.45660274
4.91,206,652.6,4411.5906,14.45106849,4.68690411
7.77,221,879.52,3996.3024,12.84027322,4.712459016
5.86,219,838.54,4060.3524,13.02591781,4.603342466
5.86,222,874.8,4125.6608,13.63161644,5.098520548
6.57,194,1021.48,4165.3968,13.96783562,5.230739726
6.29,213,832.34,3953.4698,13.79819672,5.048797814
6.05,219,950.16,3988.4582,13.44882192,4.665863014
6.22,216,1040.5,3872.6614,11.98706849,3.593534247
6.27,214,877.54,4229.7494,14.41671233,4.922082192
6.68,212,842.18,4122.5836,13.69956284,4.361912568
6.75,223,957.38,3778.486,12.68427397,4.666849315
7.41,204,757.5,3954.7016,14.77534247,5.863890411
7.43,210,698.5,4084.9874,14.75715068,5.476438356
6.54,205,840.22,3912.5684,13.76021858,5.120655738
7.12,212,985.1,4053.003,13.9029589,4.979506849
7.05,202,636.3,4467.0088,15.76158904,5.790246575
5.94,205,810.9,4289.211,15.00372603,5.369534247
7.17,209,778.44,4327.5774,14.83661202,5.373551913
6.32,219,840.7,4047.5818,13.30410959,4.553589041
6.15,186,733.94,4472.0144,16.48542466,5.814739726
5.74,226,897.15,3906.415667,12.91,4.557534247
6.03,222,770.55,3898.355833,13.58533698,4.977459016
6.42,220,979.9,3870.806667,12.59785388,4.369954338
6.31,218,1027.233333,3836.916833,13.19502283,4.765068493
4.8,213,568.2666667,4436.240333,14.23584475,3.879634703
7.53,229,848.0166667,3910.394833,12.39275956,3.902959927
6.32,228,852.2333333,4075.565333,12.69114155,3.823196347
6,233,828.0833333,4125.595667,13.08219178,4.136666667
6.63,204,957.6333333,4076.691833,13.45045662,4.249726027
5.67,225,722,3865.254167,13.07591075,4.021766849
5.96,229,837.8166667,3917.8025,12.77885845,3.567123288
5.61,229,896.5,3787.361,11.31753425,2.329908676
5.84,226,754.1833333,4164.615167,13.83611872,3.69347032
6.27,223,803.1,4048.075333,13.10040984,3.248497268
6.68,235,827.4666667,3683.017833,12.0369863,3.625844749
7.52,215,686.7166667,3853.067,14.26191781,4.790639269
7.16,220,638.9666667,4028.327167,14.17474886,4.353515982
7.06,215,738.95,3847.626167,13.21070128,4.114298725
6.94,221,934.85,3882.769333,13.37031963,4.064246575
5.19,211,523.35,4388.157333,15.03730594,4.528356164
5.74,214,712.25,4207.7875,14.56013699,4.260593607
6.81,221,691.4,4227.194333,14.31051913,4.311384335
5.67,230,820.6833333,3958.390667,12.78844749,3.532922374
5.5,195,721.9333333,4355.082167,15.88228311,4.616164384
5.8,218,749.4,3872.648857,13.52810176,5.173542074
6.42,214,702.2,3857.497,14.07322404,5.56069477
6.49,214,899.4428571,3818.715857,13.14864971,4.84148728
6.09,211,922.2285714,3802.466857,13.7658317,5.385205479
5.22,207,489.4857143,4385.877857,14.69158513,4.494050881
7.39,221,783.0142857,3910.718571,13.04992194,4.503551913
6.49,218,662.7142857,4051.295857,13.38892368,4.380821918
6.68,223,727.7285714,4085.342,13.75843444,4.793737769
6.84,196,843.9285714,4026.433286,13.95675147,4.792641879
6.64,218,668.8857143,3835.822429,13.64633099,4.554566745
6.5,222,766.1142857,3883.952143,13.32700587,4.001017613
6.23,222,859.8714286,3800.410571,11.88829746,2.830567515
6.83,219,659.0142857,4159.044429,14.44645793,4.174481409
5.97,215,709.0285714,4008.965714,13.61412959,3.779508197
6.83,228,750.2,3699.580571,12.58101761,4.069549902
7.14,208,599.6285714,3873.059571,14.76407045,5.276868885
6.67,216,537.2142857,4040.897429,14.65823875,4.772172211
7.24,209,656.7571429,3856.988143,13.73321624,4.538212334
6.97,215,839.7857143,3894.213,13.88571429,4.461213307
4.97,206,454.3571429,4365.765429,15.58363992,5.020273973
6.01,209,613.7714286,4171.47,15.03178082,4.754911937
6.58,214,609.8,4206.955714,14.87923497,4.695784543
6.01,224,767.8428571,3923.011857,13.26031311,3.974324853
5.16,189,653.6714286,4359.290429,16.44266145,5.070293542
5.97,223,803.0857143,3924.859571,12.98657534,4.660234834
5.89,219,751.6,3925.948429,13.63594848,5.147189696
6.74,217,968.8142857,3911.935571,12.84191781,4.514559687
5.57,216,1213.157143,3936.929857,13.31761252,4.88962818
5.26,211,558.5857143,4497.758,14.237182,3.904931507
7.46,224,828.6714286,4000.691714,13.069516,4.331928181
6.27,225,805.2857143,4040.766143,12.79585127,3.695459883
6.19,228,814.5142857,4112.083143,13.44379648,4.302622309
6.75,199,953.2428571,4162.727714,13.90786693,4.666575342
6.34,219,764.1,3969.882143,13.54711163,4.432786885
6.78,223,803.9285714,3997.436714,13.17639922,4.123052838
6.04,222,855.1142857,3864.550714,11.82755382,3.005048924
6.75,220,793.3142857,4215.745857,14.03906067,4.234677104
6.59,216,698.5857143,4128.007143,13.56740827,3.932708821
6.45,225,782.1857143,3800.213714,12.59389432,4.24332681
7.67,210,604.4142857,3945.439714,14.56540117,5.224305284
7.27,215,602.6142857,4066.399714,14.57193738,4.853659491
7.2,209,714.9571429,3915.217571,13.58579235,4.540593286
6.86,215,756.8571429,4058.561714,13.76634051,4.379960861
6.69,206,580.5571429,4442.923429,15.54489237,5.136125245
6.41,208,643.9285714,4283.837,14.96136986,4.833189824
8.52,214,659.0714286,4300.593143,14.64016393,4.767525371
7.46,223,776.9142857,4059.973429,13.31005871,4.052485323
6.67,189,704.7857143,4420.849143,16.32927593,5.222387476
6.05,229,791.6545455,3833.356091,12.56894147,4.199103362
6.48,224,823.1,3891.818727,13.30429707,4.729085941
6.54,223,1012.518182,3884.753,12.34393524,4.028418431
6.39,218,1132.863636,3966.520818,13.15529265,4.522914072
5.75,216,567.5727273,4409.393182,13.62699875,3.434371108
7.81,232,788.8090909,3919.139727,12.18715847,3.540958768
6.35,232,746.7545455,4038.890818,12.19606476,3.194819427
6.39,233,781.8727273,4126.785273,13.05855542,3.705305106
6.73,204,929.6454545,4192.676909,13.68739726,4.1898132
7,224,729.4818182,3990.635455,13.26117735,4.028191754
6.16,226,878.6181818,4022.647818,12.92702366,3.782914072
6.27,226,841.7454545,3853.051455,11.54839352,2.666027397
6.96,224,785.3818182,4236.467273,13.68804483,3.84988792
6.32,221,885.3909091,4125.578091,13.10484352,3.534898162
6.8,225,829.4727273,3841.815,12.64821918,4.169339975
7.7,214,727.4818182,3999.941727,14.30734745,4.694396015
7.53,218,629.1181818,4096.774545,14.29950187,4.46622665
7,213,903.9545455,3945.326727,13.32868852,4.193094883
7.23,220,821.1727273,4084.060182,13.44356164,3.818455791
5.72,211,643.3909091,4391.566455,14.98214197,4.621046077
6.71,212,718.2545455,4282.186182,14.5977335,4.419227895
7.78,219,738.9909091,4300.117455,14.29950323,4.371187283
7.3,227,853.6090909,4065.320273,13.04562889,3.500547945
7.63,195,784.2272727,4365.942273,15.76782067,4.828991283
6.32,227,916.2083333,4002.179917,12.64972603,4.548447489
6.32,222,810.7583333,4008.847167,13.30571494,5.006102004
6.87,221,1063.941667,4017.994833,12.43787671,4.233652968
6.32,218,1135.725,4066.73025,13.08936073,4.789840183
5.24,211,609.225,4574.627667,13.98541096,4.127146119
7.77,228,873.9166667,4110.286083,12.51231785,4.03818306
6.09,230,875.175,4133.988833,12.23611872,3.680936073
6.63,231,774.55,4246.668,13.01175799,4.315479452
7.17,202,1018.741667,4316.810667,13.53011416,4.683493151
7.08,221,783.35,4125.7965,13.16338798,4.504371585
6.55,225,852.1,4115.582083,12.77426941,4.110570776
6.33,225,880.0583333,3974.596417,11.4113242,3.055479452
6.89,222,781.7166667,4326.192833,13.67452055,4.289954338
6.72,218,742.0916667,4205.284083,13.16470856,3.901001821
7.12,230,854.15,3896.278833,12.11502283,4.10413242
7.54,213,712.075,4039.09125,14.19591324,5.242648402
7.63,216,640.7083333,4177.487583,14.2546347,4.879383562
7.49,212,773.7666667,4021.812667,13.27060565,4.55942623
7.42,217,804.675,4204.338083,13.48171233,4.407785388
6.81,208,710.1833333,4532.582667,15.03372146,5.257123288
7.17,210,711.3666667,4372.665417,14.49844749,4.885
8.39,216,700.7083333,4424.499833,14.26580146,4.801935337
7.33,226,887.8833333,4182.71475,12.873379,3.992191781
7.67,192,701.575,4519.504833,16.01109589,5.266803653
6.3,225,752.2833333,3897.568167,12.74543379,4.701438356
6.21,219,774.3916667,3953.243833,13.54610656,5.210632969
6.32,218,1011.45,3927.37425,12.63312785,4.515273973
6.14,215,1118.908333,3975.164083,13.30075342,4.99196347
5.23,211,545.2333333,4511.117583,14.05228311,4.136232877
7.83,226,760.4833333,4020.380583,12.58230874,4.126935337
6.17,226,696.0083333,4092.787917,12.6533105,3.816986301
6.41,227,729.9166667,4175.341,13.34796804,4.321187215
7.07,200,900.8916667,4189.24525,13.88333333,4.690479452
6.89,220,746.85,3989.023667,13.4640255,4.490824226
6.35,223,793.75,4021.9465,13.09570776,4.178515982
5.66,223,809.175,3887.691833,11.69981735,3.037420091
6.48,220,745.9333333,4241.834583,13.8913242,4.327214612
6.97,217,703.0416667,4145.931417,13.42682149,3.949795082
6.89,225,792.25,3840.317417,12.59684932,4.250022831
8.49,211,640.8166667,3997.049333,14.51828767,5.21652968
7.92,215,573.5583333,4107.35825,14.48621005,4.89347032
7.55,211,766.4916667,3951.357417,13.48893443,4.573679417
6.48,216,739.5333333,4118.148167,13.65990868,4.327762557
5.63,207,576.3666667,4457.551417,15.29993151,5.154109589
6.58,209,660.0333333,4311.545083,14.78490868,4.882511416
8.26,215,707.9416667,4306.188917,14.41505009,4.832285974
7.09,224,761.1333333,4073.697333,13.15993151,4.000342466
6.82,190,660.8416667,4405.768583,16.10977169,5.305159817
6.6,235,816.9,3772.526111,12.06179604,4.206879756
6.58,228,741.1444444,3790.875222,12.80752884,4.769156041
6.8,228,917.8222222,3781.741222,11.82079148,3.991171994
6.83,224,1075.611111,3756.964111,12.42572298,4.488493151
6.17,218,567.4666667,4368.035444,13.12563166,3.775159817
7.61,235,841.9555556,3861.146222,11.59672131,3.692046145
6.33,235,796.4777778,4007.778667,11.8481583,3.619756469
6.38,238,826.0555556,4075.185778,12.40517504,4.096438356
7.38,208,933.5666667,4024.466333,12.86328767,4.314550989
7.29,232,764.4777778,3846.598778,12.43369763,3.781754706
6.82,233,778.5777778,3905.049889,12.15138508,3.355890411
6.74,236,869.2333333,3748.855444,10.62368341,2.062435312
7.44,232,700.6777778,4131.926111,13.03482496,3.480943683
6.84,229,722.6333333,4029.836556,12.56284153,2.996296296
7.14,239,764.0222222,3675.825,11.59242009,3.277503805
8.23,222,647.7444444,3855.280222,13.59585997,4.538386606
7.54,225,664.6555556,3997.961,13.4860274,4.123957382
7.68,221,691.2333333,3824.005778,12.58315118,3.867243473
7.92,228,759.1777778,3919.111667,12.69869102,3.585235921
7.26,216,562.2,4321.918,14.33171994,4.25086758
7.29,219,681.4777778,4162.892,13.8856621,4.034733638
9.05,226,649.1111111,4180.965111,13.62185792,4.082210079
7.21,236,806.2888889,3888.968111,12.14767123,3.179817352
6.64,201,693.5222222,4277.273667,15.18249619,4.291719939
6.56,219,986.5333333,4180.1175,13.57922374,4.587123288
7.45,215,992.4,4243.773333,14.25068306,5.140938069
7.41,213,996.2666667,4244.914,13.36913242,4.377488584
6.31,212,1138.866667,4268.293833,14.1496347,4.946255708
6.32,205,622.95,4687.865333,14.57940639,3.808310502
8.27,225,799.5666667,4301.2015,13.17117486,4.01867031
7.77,222,979.4333333,4287.060167,12.96452055,3.533561644
7.71,224,762.9166667,4430.053,13.80757991,4.230913242
8.56,197,920.05,4488.376667,14.30716895,4.724292237
8.56,216,784.5333333,4285.418,13.86766849,4.534153005
6.99,222,836.2166667,4264.604833,13.62077626,4.154520548
7.42,220,948.8333333,4118.0485,12.18949772,3.352191781
8.74,216,697.85,4509.6635,14.5030137,4.462511416
8.24,212,851.3,4377.787,13.78415301,4.204826958
8.69,223,864.9,4079.265667,12.77767123,4.214383562
9.15,209,784.3333333,4156.138167,14.73821918,5.29652968
8.83,210,692.9666667,4385.578833,14.86908676,4.856666667
7.71,206,850.7166667,4193.920833,14.05733151,4.823724954
8.73,212,830.9333333,4382.792833,14.20538813,4.437716895
8.49,205,707.4833333,4667.559333,15.40694064,5.286118721
8.94,209,752.7833333,4509.96,14.89360731,4.817077626
9.23,210,757.1,4631.440333,14.95942623,4.954781421
7.66,221,885.8166667,4372.8625,13.55703196,4.041415525
8.42,189,668.15,4738.503,16.55684932,5.426849315
6.28,216,820.1857143,4106.466143,13.79682975,5.09369863
7.17,210,828.1571429,4167.161571,14.51327088,5.75058548
7.1,208,904.4285714,4156.465143,13.80258317,5.019726027
6.39,207,1062.3,4169.711714,14.43651663,5.514872798
5.76,200,482.1571429,4651.893,14.99714286,4.47444227
8.35,220,692.9428571,4234.826286,13.68497268,4.628493365
6.9,215,774.1571429,4221.304429,13.33886497,4.293620352
7.22,217,624.8,4356.249571,14.13299413,4.787084149
7.75,196,808.2571429,4463.811714,14.5651272,4.827358121
8.1,214,623.4,4247.899857,14.12685402,4.65312256
6.87,219,691.5285714,4250.565857,13.84696673,4.237886497
6.58,219,745.6142857,4100.611429,12.46927593,3.419765166
7.78,215,627.6714286,4469.318571,14.75197652,4.48109589
7.32,210,739.4571429,4388.488429,14.14484778,4.232903981
7.88,220,788.7571429,4031.058429,13.26751468,4.487240705
8.46,205,644.0142857,4116.919,15.06074364,5.546888454
8.5,208,603.9857143,4358.484571,15.07338552,4.95369863
7.78,206,718.3571429,4204.804286,14.26842311,4.863778298
8.13,211,729.9571429,4388.607857,14.47373777,4.533385519
8.35,203,554.3571429,4687.120857,15.7739726,5.302544031
8.24,208,653.5142857,4547.535571,15.20066536,4.746849315
9.1,208,688.9,4644.014714,15.27416081,4.933411397
7.2,218,780.7428571,4338.874714,13.83596869,4.149980431
8.45,186,610.9285714,4779.784714,16.94551859,5.484031311
6.76,218,818.15625,4112.88525,13.52743151,5.009178082
7.22,212,741.83125,4139.946625,14.21915984,5.605652322
7.35,211,856.6375,4148.200875,13.42648973,4.828133562
6.91,211,1007.65625,4180.351313,13.98952055,5.276215753
5.71,204,493.0375,4671.1175,14.66597603,4.278732877
8.42,223,672.05625,4233.918562,13.17184085,4.439071038
7.05,220,778.79375,4209.034375,12.96825342,4.120958904
7.29,224,614.65,4328.947562,13.74878425,4.486866438
8,197,849.20625,4433.312188,14.18136986,4.919092466
8.16,215,708.16875,4220.128438,13.80262978,4.765078552
7.38,220,714.38125,4205.450812,13.51123288,4.451078767
7.12,219,768.475,4055.346687,12.16273973,3.553818493
7.19,215,637.73125,4448.8755,14.48046233,4.650770548
7.81,211,689.48125,4332.000125,13.85391052,4.292025273
8.05,223,759.03125,4011.8195,12.8689726,4.330547945
8.75,206,634.6375,4107.036062,14.7267637,5.705445205
8.5,210,513.675,4280.5485,14.83806507,5.108407534
7.63,206,683.1125,4116.218125,13.96320014,4.94960724
8.16,211,749.725,4331.523688,14.18054795,4.71755137
8.25,203,629.03125,4655.269063,15.56886986,5.57130137
8.28,207,675.34375,4527.056313,15.00546233,5.027380137
8.84,209,662.2375,4605.223313,14.92102117,5.000443989
7.47,219,718.2,4323.888875,13.52816781,4.285445205
7.55,187,615.85625,4740.433813,16.61743151,5.65010274
7.03,218,881.2571429,4090.689143,13.65432485,4.673855186
6.68,214,972.5285714,4194.460714,14.33696331,5.290983607
7.62,211,957.1285714,4173.892857,13.65937378,4.5637182
6.67,211,1160.642857,4178.168286,14.27107632,4.99037182
6.3,204,615.3428571,4590.902143,14.75765166,3.86297456
8.02,225,769.9,4243.014714,13.36795472,3.962685402
6.83,220,881.6142857,4240.36,13.22293542,3.621761252
7.04,223,749.4,4388.833,13.98622309,4.158630137
7.92,197,945.7714286,4480.701857,14.43080235,4.550567515
8.18,216,768.7,4271.062857,14.03212334,4.375058548
7.24,221,812.4714286,4272.598,13.86579256,3.99592955
6.73,221,899.7428571,4112.844,12.45174168,3.258825832
7.78,215,683.8857143,4530.775143,14.77530333,4.294403131
7.82,212,840.3285714,4404.786429,14.09469165,4.006752537
6.57,222,823.4714286,4070.647429,13.16426614,4.163522505
8.89,208,719.3142857,4162.236286,15.03573386,5.267201566
8.29,209,714.1285714,4396.078571,15.02176125,4.606731898
7.27,207,804.3428571,4194.972857,14.2285324,4.612763466
8.22,213,855.1,4403.173143,14.36524462,4.144344423
8.47,206,630.1857143,4675.222571,15.54277886,4.959804305
8.41,211,744.3285714,4543.953,14.97812133,4.35369863
9.51,212,775.4428571,4673.869286,15.14344262,4.641334895
7.68,222,919.7428571,4399.746429,13.65452055,3.742622309
8.36,189,741.5428571,4809.152286,16.66931507,5.05851272
6.43,234,1558.39,4072.4584,12.41386301,3.415808219
7.42,230,1411.41,4226.6362,13.50909836,4.02704918
7.12,225,1348.43,4205.1058,12.46317808,3.278246575
6.71,225,1612.44,4224.31,13.35375342,3.850356164
6.98,215,993.13,4665.5281,13.66778082,2.798246575
7.84,239,1090.88,4252.0622,12.12464481,2.870819672
6.79,239,1189.68,4297.6279,12.1109863,2.27660274
6.79,239,1119.4,4439.1573,13.01443836,2.798794521
7.69,210,1300.14,4460.4087,13.33084932,3.438547945
7.74,232,1033.04,4275.9772,12.98437158,3.24989071
7.07,234,1079.86,4281.7665,12.9350137,2.968547945
6.74,236,1202.69,4120.2588,11.23394521,2.162739726
6.96,229,1130.14,4584.5697,13.86038356,3.202246575
7.32,226,1164.26,4383.6318,12.96948087,2.824672131
6.42,239,1162.47,4080.8251,12.04268493,2.721780822
8.2,228,1032.56,4170.998,13.9649589,3.943863014
7.95,221,1058.23,4422.8391,14.05060274,3.521753425
7.91,219,1215.95,4197.2404,13.17759563,3.991830601
9.44,219,1252.48,4458.0426,13.12591781,3.901315068
9.4,215,882.2,4659.7543,14.31756164,4.645506849
9.1,221,1205.02,4522.0471,13.68315068,4.178931507
10.16,220,1077.79,4694.4796,14.10180328,4.619808743
7.86,228,1212.05,4503.6703,12.4919726,3.375369863
9.66,198,1047.78,4807.7776,15.514,4.947534247
6.18,224,1231.88,4084.035733,13.03956164,4.219671233
6.85,222,1225.953333,4211.256067,13.88570128,4.764699454
7.11,216,1120.286667,4191.987,13.02306849,4.078666667
6.49,216,1447.426667,4205.9262,13.78999087,4.568365297
6.61,209,797.5533333,4640.054133,14.18109589,3.510027397
7.57,231,923.26,4235.709467,12.72566485,3.591803279
6.99,228,1026.6,4264.660267,12.66637443,3.165899543
6.48,230,891.12,4405.903933,13.50339726,3.704949772
7.52,201,1110.046667,4465.759333,13.88785388,4.152730594
7.45,222,854.76,4268.098333,13.46794171,3.906211293
6.49,227,916.3133333,4277.947733,13.38120548,3.570885845
6.39,228,1070.786667,4113.5146,11.86449315,2.727945205
7.67,222,910.3533333,4562.903,14.28871233,3.776821918
7.59,219,974.2666667,4398.873267,13.49346084,3.430637523
7.81,231,973.9266667,4082.9832,12.51505023,3.409972603
7.89,217,871.1266667,4183.578333,14.46980822,4.617260274
8.42,215,930.3866667,4409.775,14.49419178,4.107817352
7.18,213,1089.006667,4171.451067,13.69387978,4.285865209
8.84,216,1042.193333,4410.8384,13.78347032,4.017187215
9.82,211,765.8666667,4656.645867,14.96874886,4.815232877
8.95,216,953.38,4530.324733,14.32814612,4.264146119
9.81,215,952.0066667,4689.288,14.67635701,4.635191257
7.09,224,1066.866667,4468.625533,13.13557991,3.542136986
9.08,193,918.5266667,4830.636533,16.1643105,5.035817352
5.62,216,777.17,3814.163,13.88016438,5.232465753
5.67,212,774.45,3769.7785,14.15677596,5.590928962
6.47,212,862.6,3724.4461,13.51928767,4.960821918
6.34,210,914.82,3716.6751,14.05394521,5.425671233
5.03,204,514.58,4275.4506,15.02369863,4.532547945
7.6,220,722.98,3779.4289,13.46696721,4.489754098
6.24,218,638.31,4028.0328,13.57816438,4.349232877
6.68,222,698.66,4090.8046,13.96167123,4.890876712
6.4,192,956.03,4041.9731,14.19224658,5.183452055
5.72,212,709.27,3844.4787,13.86797814,4.964180328
6.74,219,796.43,3904.7874,13.57972603,4.518520548
6.12,218,814.66,3852.5453,12.17841096,3.449013699
5.27,214,606.54,4167.7325,14.69783562,4.800027397
5.57,211,751.46,4043.8337,13.74961749,4.431775956
7.45,224,703.13,3754.7458,12.8229863,4.521671233
7.47,204,646.88,3849.592,14.8169589,5.849479452
6.72,211,546.77,4020.3606,14.80361644,5.275315068
7.24,207,647.47,3808.3751,13.83180328,4.976885246
6.18,212,758.26,3882.9227,14.01216438,5.046493151
6.04,201,552.15,4416.5756,15.75315068,5.64830137
6.59,206,673.58,4193.176,15.05336986,5.266109589
6.25,209,630.1,4267.2113,15.12754098,5.285054645
5.6,219,718.49,3958.9858,13.51780822,4.486082192
4.82,184,862,4418.4736,16.79652055,5.815123288
6.15,214,681.3714286,3865.340429,14.16504892,5.207162427
6,210,699.0857143,3840.784286,14.60538642,5.577985948
6.33,210,832.7142857,3804.031,13.79189824,4.915694716
6.28,208,906.1285714,3793.028857,14.33142857,5.434951076
4.97,203,464.4428571,4348.035,15.281409,4.440665362
8.13,218,700.8857143,3901.61,13.69746292,4.503161593
6.16,214,626.6,4022.607286,13.9853229,4.327553816
6.2,219,653.1857143,4099.813,14.37373777,4.902387476
6.36,190,803.5714286,4058.449571,14.54309198,5.125166341
5.03,211,681.0285714,3855.202286,14.28333333,4.889617486
6.74,217,678.8142857,3907.924857,13.96062622,4.380469667
6.04,215,794.5142857,3820.965714,12.53835616,3.29553816
4.99,212,597.4285714,4171.505857,15.06336595,4.618708415
5.2,209,674.0428571,4031.439571,14.22228728,4.216510539
7.16,221,695.9571429,3731.494429,13.22951076,4.419021526
6.95,202,575.1428571,3877.333429,15.30403131,5.622504892
6.16,209,507.6857143,4034.229714,15.23921722,5.145048924
6.93,203,593.8714286,3843.38,14.30768931,4.871116315
6.04,210,725.9571429,3913.166857,14.44105675,4.828767123
4.94,200,445.4571429,4385.622286,16.20097847,5.413111546
6.19,204,606.8142857,4185.384,15.52845401,5.079569472
6.78,207,571.8571429,4241.819143,15.52517564,4.96010929
6.54,216,715.5285714,3941.181714,13.93420744,4.364266145
5.57,183,619.7714286,4394.939143,17.11729941,5.539334638
6.91,210,624.18,3978.8614,14.64980822,5.49490411
6.4,203,584.88,3967.8778,15.0379235,5.933497268
7.32,204,723.96,3941.8456,14.26356164,5.269643836
7.03,204,829.76,3946.3742,14.74421918,5.703835616
5.33,198,424.54,4486.0374,15.75523288,4.740438356
8.37,214,618.62,4020.2524,14.17901639,4.883442623
6.67,213,614,4089.9976,14.25227397,4.253479452
6.91,216,596.14,4177.3246,14.80082192,5.007342466
7.01,186,777.92,4172.6154,14.96920548,5.238684932
6.74,206,629.94,3965.6212,14.7584153,5.093770492
7.48,212,709.34,4005.676,14.46378082,4.525589041
6.78,210,795.34,3918.9504,13.08438356,3.685863014
5.49,206,588.48,4266.397,15.54805479,4.888986301
5.63,204,625.32,4155.0394,14.7926776,4.556120219
8.36,215,710.9,3838.8042,13.92,4.89939726
7.67,198,600.36,3976.5472,15.77879452,5.744986301
7.18,205,458.94,4112.394,15.83435616,5.315780822
7.84,199,601.18,3928.0856,14.82923497,5.123387978
6.76,205,705.68,4062.918,14.95408219,5.083342466
5.77,195,493.2,4480.7422,16.71539726,5.657753425
6.63,201,591.02,4286.8916,16.02126027,5.278630137
6.96,201,517.7,4361.0192,16.09060109,5.155464481
6.27,211,706,4077.549,14.52991781,4.601917808
5.75,179,524.56,4511.1204,17.66526027,5.708164384
6.89,212,811.8285714,3964.383429,14.2755773,5.410254403
6.61,208,801.3,3901.714857,14.53395785,5.794730679
7.05,209,888.7142857,3899.624857,13.91283757,5.116947162
6.67,208,971.6571429,3895.870571,14.34023483,5.571193738
5.99,201,529.5142857,4460.866571,15.27659491,4.633150685
8.22,218,753.9,3945.258571,13.8215847,4.68891491
6.81,213,728.0714286,4058.291,13.97882583,4.468297456
7.29,219,745.1285714,4116.650143,14.35471624,4.968688845
7.03,190,941.1571429,4088.202143,14.55819961,5.130254403
6.9,211,752.0571429,3891.660429,14.17603435,4.874199844
7.07,217,776.7,3960.969571,13.97127202,4.389549902
6.83,216,871.2857143,3882.488571,12.54641879,3.480547945
5.63,212,616.3571429,4196.57,15.04223092,4.724031311
6.04,209,732.3857143,4078.706143,14.17970336,4.353434817
7.82,220,716.9571429,3796.830714,13.28270059,4.685401174
8.05,202,669.7571429,3911.76,15.19667319,5.745831703
7.44,209,572.4857143,4063.255143,15.18849315,5.137338552
7.2,205,701.1285714,3855.817429,14.16717408,4.904215457
6.99,210,806.2714286,3989.663571,14.4127593,4.914520548
6.9,200,585.4142857,4428.806,16.11726027,5.510802348
6.36,205,735.9714286,4223.538429,15.38849315,5.04739726
6.99,206,693.0857143,4312.570143,15.50679157,5.169828259
5.75,216,781.9428571,4009.625429,13.90688845,4.474050881
5.49,182,680.3,4470.306286,17.17393346,5.658825832
6.76,203,737.92,4039.1492,14.92361644,6.125369863
6.89,197,799.08,3955.7666,15.23786885,6.593060109
6.92,199,878.12,4010.0456,14.5470137,5.826356164
6.73,198,990.08,3961.3454,15.06767123,6.392219178
6.54,192,536.56,4530.5188,15.98810959,5.411890411
8.75,209,739.22,4008.5086,14.38213115,5.386994536
7.35,205,676.26,4091.4022,14.70526027,5.136767123
7.58,210,632.64,4137.522,15.12093151,5.876547945
7.45,177,833.22,4127.4878,15.34284932,6.091013699
8.12,200,813.26,3911.1132,14.82295082,5.858579235
7.9,206,766.7,4030.8564,14.83424658,5.346246575
7.66,204,870.98,3941.6814,13.33369863,4.537643836
7.2,198,595.94,4224.0258,15.89008219,5.811561644
6.94,196,648.66,4118.7668,15.04661202,5.435737705
8.75,211,733.24,3851.6656,14.06564384,5.690739726
9.47,189,643.38,3988.7528,16.06208219,6.716712329
8.61,198,508.64,4129.6968,15.97435616,6.093534247
7.55,193,648.1,3899.5866,14.99120219,5.939180328
8.78,198,732.38,4075.4124,15.32778082,5.996164384
8.58,189,506.32,4444.2526,16.93956164,6.602849315
8.77,194,734,4239.351,16.13008219,6.03830137
8.53,192,620.88,4326.7676,16.43054645,6.187868852
7.59,204,653.38,4022.0742,14.74169863,5.382575342
7.7,173,608.78,4493.848,17.95567123,6.71090411
6.35,218,705.9285714,3864.072714,13.76246575,4.825870841
6.44,215,674.8285714,3765.156286,14.09976581,5.215534738
6.76,215,732.7428571,3745.734429,13.33925636,4.638277886
6.58,211,837.6857143,3727.109857,13.94254403,5.222739726
5.56,206,461.8571429,4321.985143,14.87401174,4.141448141
8.18,222,685.2142857,3829.492286,13.25468384,4.214558938
6.45,220,540.3428571,4017.453,13.57209393,3.984305284
7.17,228,640.4857143,4078.334571,13.80454012,4.080078278
6.71,198,789.9142857,4014.116857,14.06630137,4.48258317
5.76,216,602.2,3836.866857,13.80222482,4.247150664
7.14,223,679.5428571,3872.324429,13.44774951,3.789589041
6.35,223,663.8,3827.704714,12.06152642,2.479491194
5.51,220,548.2571429,4161.955,14.60426614,3.844853229
5.92,216,681.4285714,3999.484714,13.63516784,3.631498829
7.67,228,641.4428571,3722.431429,12.74681018,3.8718591
7.06,209,585.5428571,3843.264429,14.75933464,5.062896282
6.72,217,504.7285714,4023.086,14.6909589,4.516086106
7.42,211,584.4285714,3814.996286,13.77068696,4.16049961
6.73,217,704.7857143,3858.684571,13.92571429,4.285127202
5.63,206,461.7428571,4376.685,15.69064579,4.729941292
